,CD4 T_names,CD4 T_scores,CD4 T_pvals,CD4 T_pvals_adj,CD4 T_logfoldchanges,CD14 Monocytes_names,CD14 Monocytes_scores,CD14 Monocytes_pvals,CD14 Monocytes_pvals_adj,CD14 Monocytes_logfoldchanges,B_names,B_scores,B_pvals,B_pvals_adj,B_logfoldchanges,CD8 T_names,CD8 T_scores,CD8 T_pvals,CD8 T_pvals_adj,CD8 T_logfoldchanges,NK_names,NK_scores,NK_pvals,NK_pvals_adj,NK_logfoldchanges,FCGR3A Monocytes_names,FCGR3A Monocytes_scores,FCGR3A Monocytes_pvals,FCGR3A Monocytes_pvals_adj,FCGR3A Monocytes_logfoldchanges,Dendritic_names,Dendritic_scores,Dendritic_pvals,Dendritic_pvals_adj,Dendritic_logfoldchanges,Megakaryocytes_names,Megakaryocytes_scores,Megakaryocytes_pvals,Megakaryocytes_pvals_adj,Megakaryocytes_logfoldchanges
10976,CSNK1G3,-0.5397655,0.5893587701747799,0.9999741090652634,-1.1667067,POLR2J3,-0.5325661,0.5943339779129337,1.0,-0.5463998,TMUB2,-0.54999685,0.5823215345886075,0.9999330512443403,-0.575841,SPATA5L1,-0.2762144,0.7823834123721368,0.9997837817405957,-25.32845,KCTD18,-0.19455136,0.8457441777788195,0.9995853741482472,-0.7591307,NHLRC4,-0.11874229,0.9054795327561437,1.0,-24.502283,RASGRP1,-0.059708383,0.952387893628618,0.999135589150443,-0.6015834,C6orf89,-0.28947282,0.7722195799278405,0.9978872631048302,-27.815641
10977,FPR2,-0.5402549,0.5890212747732839,0.9999741090652634,-2.172715,FAM122B,-0.5330303,0.5940126321966652,1.0,-0.7499807,TTC37,-0.55022544,0.5821647653075874,0.9999330512443403,-1.1268256,C11orf74,-0.2762144,0.7823834123721368,0.9997837817405957,-25.387669,RP11-349A22.5,-0.19482069,0.845533331394755,0.9995853741482472,-0.25524002,THNSL1,-0.11874229,0.9054795327561437,1.0,-24.44808,S1PR1,-0.059818547,0.9523001530451057,0.999135589150443,-1.3777027,IFT52,-0.28947282,0.7722195799278405,0.9978872631048302,-27.77331
10978,NTAN1,-0.5403064,0.5889857541306047,0.9999741090652634,-0.42670476,LINC00094,-0.53309655,0.5939667321540871,1.0,-4.142497,PHLDB3,-0.55060637,0.5819035269876975,0.9999330512443403,-3.4225528,C16orf86,-0.2762144,0.7823834123721368,0.9997837817405957,-25.384043,RP11-410L14.2,-0.19573635,0.844816536523141,0.9995853741482472,-25.424252,SENP3,-0.11874229,0.9054795327561437,1.0,-24.372103,CCDC174,-0.061030343,0.9513350450204543,0.999135589150443,-1.6381096,CTCF,-0.28947282,0.7722195799278405,0.9978872631048302,-27.817793
10979,RNASE4,-0.5411306,0.5884175583492004,0.9999741090652634,-2.577213,ZBTB38,-0.5332955,0.5938290417620082,1.0,-0.98730195,TXNRD1,-0.55083495,0.5817468102941525,0.9999330512443403,-1.2849976,MARC1,-0.2762144,0.7823834123721368,0.9997837817405957,-25.610588,ANKRD55,-0.19573635,0.844816536523141,0.9995853741482472,-25.242634,TNK1,-0.11874229,0.9054795327561437,1.0,-24.569458,CUTC,-0.061360832,0.9510718460686626,0.999135589150443,-1.411935,CDKN2AIP,-0.28947282,0.7722195799278405,0.9978872631048302,-27.722357
10980,EIF5AL1,-0.54115635,0.5883998063121841,0.9999741090652634,-0.24279921,SFMBT1,-0.5333618,0.5937831482103484,1.0,-2.222329,CDH23,-0.5509112,0.5816945757806369,0.9999330512443403,-1.1184595,LINC01011,-0.2762144,0.7823834123721368,0.9997837817405957,-25.57052,MARC1,-0.19573635,0.844816536523141,0.9995853741482472,-25.525337,CCDC102B,-0.11874229,0.9054795327561437,1.0,-24.729671,RNF214,-0.0623523,0.9502822813521284,0.999135589150443,-1.2958018,CXCR3,-0.28947282,0.7722195799278405,0.9978872631048302,-27.937931
10981,ANG,-0.54133666,0.5882755489817735,0.9999741090652634,-2.765863,ISOC1,-0.5338923,0.593416058240455,1.0,-1.3145366,ZNF44,-0.55140644,0.5813551048948573,0.9999330512443403,-0.41293433,ZBTB18,-0.2762144,0.7823834123721368,0.9997837817405957,-25.31183,XYLT1,-0.19573635,0.844816536523141,0.9995853741482472,-25.042078,FBXL16,-0.11874229,0.9054795327561437,1.0,-24.634022,MAST3,-0.06334376,0.9494927654451983,0.999135589150443,-0.84639335,SPTLC2,-0.28947282,0.7722195799278405,0.9978872631048302,-27.698025
10982,STARD4,-0.5414912,0.5881690523507728,0.9999741090652634,-2.686999,AKAP10,-0.5339254,0.593393118568091,1.0,-0.9489679,ABCF1,-0.55190164,0.5810157267009466,0.9999330512443403,-0.33021367,TSPAN18,-0.2762144,0.7823834123721368,0.9997837817405957,-25.229984,WRNIP1,-0.19573635,0.844816536523141,0.9995853741482472,-25.185923,USP13,-0.11874229,0.9054795327561437,1.0,-24.428522,AL590452.1,-0.06345393,0.9494050445020589,0.999135589150443,-25.214897,PRPS2,-0.28947282,0.7722195799278405,0.9978872631048302,-28.368889
10983,KIN,-0.5418003,0.587956085825455,0.9999741090652634,-0.15090607,TTC32,-0.534688,0.592865618218074,1.0,-1.0838063,TMCO3,-0.5523207,0.5807286329781636,0.9999330512443403,-2.1682782,IL6,-0.2762144,0.7823834123721368,0.9997837817405957,-25.952719,E2F2,-0.19573635,0.844816536523141,0.9995853741482472,-25.107084,RBM11,-0.11874229,0.9054795327561437,1.0,-24.623243,FUK,-0.06345393,0.9494050445020589,0.999135589150443,-24.658,LYRM9,-0.28947282,0.7722195799278405,0.9978872631048302,-27.805628
10984,VTI1A,-0.54192907,0.5878673602973303,0.9999741090652634,0.7702077,HERC4,-0.535119,0.5925675609517788,1.0,-0.59760475,MGRN1,-0.55266356,0.5804937875319319,0.9999330512443403,-0.9726533,PRPF8,-0.27649742,0.7821660341639914,0.9997837817405957,-0.32565382,KCNG1,-0.19573635,0.844816536523141,0.9995853741482472,-27.016655,EGR2,-0.11874229,0.9054795327561437,1.0,-24.753546,REG4,-0.06345393,0.9494050445020589,0.999135589150443,-24.913517,RB1,-0.28947282,0.7722195799278405,0.9978872631048302,-27.790257
10985,RNF169,-0.5432427,0.5869627137889444,0.9999741090652634,-0.94993824,SYNCRIP,-0.5353511,0.5924070970460256,1.0,-0.6362214,TSPAN5,-0.5527779,0.5804155156037256,0.9999330512443403,-2.2384946,H6PD,-0.27653787,0.7821349815225993,0.9997837817405957,-0.25157738,KIF13A,-0.19573635,0.844816536523141,0.9995853741482472,-25.355864,CDCA7,-0.11874229,0.9054795327561437,1.0,-24.566696,GP9,-0.06345393,0.9494050445020589,0.999135589150443,-27.615576,TM7SF3,-0.28947282,0.7722195799278405,0.9978872631048302,-28.065126
10986,TP53,-0.54391235,0.5865017697403418,0.9999741090652634,-0.50068426,CHD6,-0.53555006,0.5922695724224266,1.0,-0.59133655,C1orf228,-0.55304456,0.5802329003355264,0.9999330512443403,-0.43113288,TRAPPC12,-0.2765783,0.7821039292284334,0.9997837817405957,-0.28844234,CTNS,-0.19573635,0.844816536523141,0.9995853741482472,-25.384604,C16orf52,-0.11874229,0.9054795327561437,1.0,-25.209587,CPT1A,-0.06345393,0.9494050445020589,0.999135589150443,-24.69479,TMEM42,-0.28947282,0.7722195799278405,0.9978872631048302,-27.800125
10987,SRRT,-0.54416996,0.5863245282584546,0.9999741090652634,-0.50721633,RP11-66N24.4,-0.5357821,0.5921091455452341,1.0,-1.1376486,FRA10AC1,-0.5534255,0.5799720680995832,0.9999330512443403,-0.45956266,ARFGEF2,-0.27661875,0.7820728772815408,0.9997837817405957,-1.604436,AC097500.2,-0.19573635,0.844816536523141,0.9995853741482472,-25.2937,EARS2,-0.11874229,0.9054795327561437,1.0,-25.907299,ALPK1,-0.06345393,0.9494050445020589,0.999135589150443,-24.961248,DLGAP4,-0.28947282,0.7722195799278405,0.9978872631048302,-27.781057
10988,SEP15,-0.5442987,0.5862359168323077,0.9999741090652634,-0.3917723,COMMD10,-0.53594786,0.5919945671309166,1.0,-0.9468119,SNX1,-0.55422556,0.5794244994172391,0.9999330512443403,-0.022856418,PTPN23,-0.2766996,0.7820107744297632,0.9997837817405957,-1.6943768,MRAS,-0.19573635,0.844816536523141,0.9995853741482472,-24.905647,RP3-428L16.2,-0.11874229,0.9054795327561437,1.0,-24.6391,ZNF510,-0.06345393,0.9494050445020589,0.999135589150443,-24.756952,EFCAB2,-0.28947282,0.7722195799278405,0.9978872631048302,-27.810434
10989,RCOR1,-0.5446593,0.5859878378862118,0.9999741090652634,-1.650676,LUC7L,-0.5363457,0.5917196204728506,1.0,-1.2739034,MCEE,-0.5547208,0.5790856499551476,0.9999330512443403,-0.50197864,NT5C,-0.2767805,0.7819486729676413,0.9997837817405957,-0.07969355,TAB3,-0.19573635,0.844816536523141,0.9995853741482472,-25.070578,SLC16A4,-0.11874229,0.9054795327561437,1.0,-24.583033,KIAA1683,-0.06345393,0.9494050445020589,0.999135589150443,-24.874222,DUSP12,-0.28947282,0.7722195799278405,0.9978872631048302,-27.796213
10990,RAB8B,-0.5450199,0.585739807658959,0.9999741090652634,-0.0699942,STK17B,-0.53661096,0.5915363552902577,1.0,-0.3087342,C16orf62,-0.5548351,0.5790074671415515,0.9999330512443403,-1.0239025,CEACAM3,-0.27686134,0.78188657289555,0.9997837817405957,-1.691388,ATP11C,-0.19573635,0.844816536523141,0.9995853741482472,-25.430056,ZNF831,-0.11874229,0.9054795327561437,1.0,-24.769255,MLF1,-0.06345393,0.9494050445020589,0.999135589150443,-24.62743,FAM134C,-0.28947282,0.7722195799278405,0.9978872631048302,-27.753908
10991,ADAM10,-0.5450714,0.5857043787477224,0.9999741090652634,0.4213264,MLLT11,-0.5367436,0.5914447324792403,1.0,-2.2726686,POM121C,-0.55525416,0.5787208392448883,0.9999330512443403,-0.88864696,CUL4B,-0.27686134,0.78188657289555,0.9997837817405957,-1.4255413,RP13-516M14.4,-0.19573635,0.844816536523141,0.9995853741482472,-25.259678,CDC42EP1,-0.11874229,0.9054795327561437,1.0,-24.695658,RP11-553L6.2,-0.06345393,0.9494050445020589,0.999135589150443,-24.771557,UBR2,-0.28947282,0.7722195799278405,0.9978872631048302,-27.675262
10992,ACAD9,-0.5454836,0.5854209832758568,0.9999741090652634,-1.1123052,ATXN7,-0.53694254,0.59130731049129,1.0,-0.849282,BLMH,-0.55548275,0.5785645248609629,0.9999330512443403,-1.91614,TRIM21,-0.27698267,0.7817934253945412,0.9997837817405957,-0.00064502563,RPPH1,-0.19573635,0.844816536523141,0.9995853741482472,-25.61102,TMSB4Y,-0.11874229,0.9054795327561437,1.0,-24.681528,KB-1507C5.2,-0.06345393,0.9494050445020589,0.999135589150443,-24.598204,HERC4,-0.28947282,0.7722195799278405,0.9978872631048302,-27.780321
10993,BAD,-0.5462305,0.5849074913679111,0.9999741090652634,-0.2905845,CHMP2B,-0.53730726,0.5910554083041701,1.0,-0.30515143,NFKBIL1,-0.55552083,0.578538474392977,0.9999330512443403,2.5502515,BEX2,-0.27702308,0.78176237692296,0.9997837817405957,0.912261,SPATA5L1,-0.19573635,0.844816536523141,0.9995853741482472,-25.243555,RP11-445H22.3,-0.11874229,0.9054795327561437,1.0,-24.703445,CTD-2231E14.8,-0.06345393,0.9494050445020589,0.999135589150443,-24.807198,KIAA0907,-0.28947282,0.7722195799278405,0.9978872631048302,-27.951378
10994,GEMIN6,-0.54638505,0.5848012778084307,0.9999741090652634,-0.6893968,RAB3GAP2,-0.5382024,0.5904373122434871,1.0,-1.2027482,AGPAT2,-0.5558256,0.5783300904983835,0.9999330512443403,-0.25919855,GLT1D1,-0.27702308,0.78176237692296,0.9997837817405957,-1.7818484,XRCC4,-0.19573635,0.844816536523141,0.9995853741482472,-25.20906,ZNF615,-0.11874229,0.9054795327561437,1.0,-24.758867,MASTL,-0.06345393,0.9494050445020589,0.999135589150443,-24.671938,OTUD5,-0.28947282,0.7722195799278405,0.9978872631048302,-27.913744
10995,REPIN1,-0.5468487,0.5844826909466931,0.9999741090652634,-0.34114572,PI4K2B,-0.53860027,0.5901626984266315,1.0,-1.2016846,GLRX2,-0.55590177,0.5782780000393859,0.9999330512443403,-1.1142569,NEK6,-0.27710396,0.7817002810232111,0.9997837817405957,-0.6583206,RP11-849H4.2,-0.19573635,0.844816536523141,0.9995853741482472,-24.999561,ARHGEF19,-0.11874229,0.9054795327561437,1.0,-24.655066,COLQ,-0.06345393,0.9494050445020589,0.999135589150443,-24.870684,CWF19L2,-0.28947282,0.7722195799278405,0.9978872631048302,-27.960249
10996,ZCCHC7,-0.54733807,0.5841464924330538,0.9999741090652634,-0.54985005,CLCN3,-0.53889865,0.589956776675862,1.0,-1.6665136,CTNNBL1,-0.5566256,0.5777832507465541,0.9999330512443403,-0.23933694,FAM192A,-0.27718484,0.7816381865149928,0.9997837817405957,0.13005993,IL6,-0.19573635,0.844816536523141,0.9995853741482472,-25.866934,LAPTM4B,-0.11874229,0.9054795327561437,1.0,-24.540796,SEC14L2,-0.06345393,0.9494050445020589,0.999135589150443,-25.007715,EIF1AX,-0.29002038,0.7718006554546941,0.9978872631048302,-2.8655725
10997,LINC00657,-0.5475184,0.5840226525172613,0.9999741090652634,-0.3590467,PEX19,-0.538965,0.5899110207828113,1.0,-1.3175416,USP36,-0.5567399,0.5777051506507278,0.9999330512443403,-1.163299,SLC27A3,-0.27722526,0.7816071397828249,0.9997837817405957,-0.777289,FBXO41,-0.19573635,0.844816536523141,0.9995853741482472,-25.415474,DUSP4,-0.11874229,0.9054795327561437,1.0,-24.604591,USP30,-0.06345393,0.9494050445020589,0.999135589150443,-26.153032,HMGA1,-0.29111546,0.7709630061849393,0.9978872631048302,-1.0945567
10998,SLC25A1,-0.5475956,0.5839695820096789,0.9999741090652634,-0.46284682,MIEF1,-0.5391639,0.5897737629155612,1.0,-1.3171041,RIN3,-0.5572352,0.577366774334122,0.9999330512443403,-0.07991182,CCDC57,-0.27722526,0.7816071397828249,0.9997837817405957,-0.15814613,DAG1,-0.19573635,0.844816536523141,0.9995853741482472,-24.910185,ST8SIA1,-0.11874229,0.9054795327561437,1.0,-24.419878,RP11-809O17.1,-0.06345393,0.9494050445020589,0.999135589150443,-24.611038,PCGF5,-0.2914805,0.7706838490500147,0.9978872631048302,-1.2556877
10999,SSFA2,-0.5477759,0.5838457595583832,0.9999741090652634,-1.1918449,PJA1,-0.5392965,0.5896822658487397,1.0,-2.021639,ADD3,-0.5574256,0.5772366544555478,0.9999330512443403,-0.08417429,VARS,-0.27750832,0.7813898224049246,0.9997837817405957,-0.5503054,KLF16,-0.19573635,0.844816536523141,0.9995853741482472,-25.26822,PLCE1,-0.11874229,0.9054795327561437,1.0,-24.81932,KLK1,-0.06345393,0.9494050445020589,0.999135589150443,-24.893824,MS4A7,-0.29184553,0.770404721615999,0.9978872631048302,-2.198941
11000,MTMR3,-0.54808503,0.583633520950722,0.9999741090652634,-1.1851034,SMIM8,-0.5394623,0.5895679037174825,1.0,-1.9538223,SAMD4B,-0.55753994,0.5771585891595461,0.9999330512443403,-1.1063527,RHBDD1,-0.27767006,0.7812656487088212,0.9997837817405957,-2.2442048,CROCC,-0.19573635,0.844816536523141,0.9995853741482472,-25.302813,DNAJA4,-0.11874229,0.9054795327561437,1.0,-24.421246,ABCC3,-0.06345393,0.9494050445020589,0.999135589150443,-24.702656,WAPAL,-0.29184553,0.770404721615999,0.9978872631048302,-27.934069
11001,SGPL1,-0.54808503,0.583633520950722,0.9999741090652634,-1.0966911,AFF1,-0.53956175,0.589499291347461,1.0,-1.5382174,POLR2D,-0.55814946,0.5767423249403221,0.9999330512443403,-0.5542253,YBEY,-0.27767006,0.7812656487088212,0.9997837817405957,-0.13631389,CCDC41,-0.19573635,0.844816536523141,0.9995853741482472,-25.290316,RP11-126K1.6,-0.11874229,0.9054795327561437,1.0,-24.511066,ZNF275,-0.06345393,0.9494050445020589,0.999135589150443,-24.56236,ZNF292,-0.29184553,0.770404721615999,0.9978872631048302,-27.729998
11002,HPSE,-0.5486002,0.5832798698365322,0.9999741090652634,-1.2587174,MTHFD1,-0.53956175,0.589499291347461,1.0,-1.3519158,ZBTB7B,-0.55822563,0.5766903018666577,0.9999330512443403,-1.3832116,CALCOCO2,-0.2777105,0.7812346061560247,0.9997837817405957,-0.30287316,WRN,-0.19573635,0.844816536523141,0.9995853741482472,-25.402266,PAX8,-0.11874229,0.9054795327561437,1.0,-24.230907,ZSCAN21,-0.06345393,0.9494050445020589,0.999135589150443,-24.776129,MED17,-0.29184553,0.770404721615999,0.9978872631048302,-27.80196
11003,TFCP2,-0.5490638,0.5829616692721262,0.9999741090652634,-0.93859017,ZNF563,-0.5396612,0.5894306826595774,1.0,-1.8611284,SERTAD3,-0.5584542,0.5765342459223068,0.9999330512443403,-0.41881183,PANX1,-0.27775094,0.7812035639518138,0.9997837817405957,-2.142493,NLRC4,-0.19573635,0.844816536523141,0.9995853741482472,-25.082449,RP11-111A22.1,-0.11874229,0.9054795327561437,1.0,-24.922068,RGS16,-0.06345393,0.9494050445020589,0.999135589150443,-24.994587,CREBBP,-0.29184553,0.770404721615999,0.9978872631048302,-27.801052
11004,IL6,-0.55004257,0.5822901785541384,0.9999741090652634,-3.606228,RP11-104L21.3,-0.5399596,0.5892248786935643,1.0,-26.332506,TMUB1,-0.55849236,0.5765082385346982,0.9999330512443403,-0.20194826,WDFY2,-0.27799353,0.7810173180494657,0.9997837817405957,-0.7469651,FNIP1,-0.19573635,0.844816536523141,0.9995853741482472,-25.221539,ZNF175,-0.11874229,0.9054795327561437,1.0,-25.518478,CTD-2020K17.4,-0.06345393,0.9494050445020589,0.999135589150443,-24.840036,PRKAR2A,-0.29184553,0.770404721615999,0.9978872631048302,-27.80517
11005,AGGF1,-0.55055773,0.5819369075228638,0.9999741090652634,-0.2903613,ARHGAP10,-0.5399596,0.5892248786935643,1.0,-26.114395,ACTR6,-0.5590257,0.5761441932207583,0.9999330512443403,1.4015462,ZNF397,-0.2780744,0.7809552388728233,0.9997837817405957,0.67263806,RWDD2A,-0.19573635,0.844816536523141,0.9995853741482472,-25.173101,CCDC138,-0.11874229,0.9054795327561437,1.0,-24.441671,FAM153A,-0.06345393,0.9494050445020589,0.999135589150443,-24.688898,MED16,-0.29184553,0.770404721615999,0.9978872631048302,-27.825699
11006,PES1,-0.55107284,0.5815837366704288,0.9999741090652634,-0.22918089,MAP9,-0.5399596,0.5892248786935643,1.0,-26.13177,CDKN2AIP,-0.55997807,0.5754943822800556,0.9999330512443403,-0.35062635,DAGLB,-0.2780744,0.7809552388728233,0.9997837817405957,-1.736537,ZBTB18,-0.19573635,0.844816536523141,0.9995853741482472,-25.226955,NCAM1,-0.11874229,0.9054795327561437,1.0,-24.802858,IGFBP4,-0.06345393,0.9494050445020589,0.999135589150443,-25.036808,NSMCE2,-0.29184553,0.770404721615999,0.9978872631048302,-27.853317
11007,TMPO,-0.55112433,0.5815484250975356,0.9999741090652634,-0.2772021,C10orf35,-0.5399596,0.5892248786935643,1.0,-26.024927,RNMTL1,-0.56024474,0.5753124972866652,0.9999330512443403,-0.75503325,HMGB3,-0.27880225,0.7803965891492408,0.9997837817405957,-3.237077,SH3BP5L,-0.19573635,0.844816536523141,0.9995853741482472,-25.187067,C14orf182,-0.11874229,0.9054795327561437,1.0,-24.784473,MYO6,-0.06345393,0.9494050445020589,0.999135589150443,-24.944847,MALT1,-0.29184553,0.770404721615999,0.9978872631048302,-28.158411
11008,MRPS18A,-0.55148494,0.5813012721611204,0.9999741090652634,-0.67588896,WDR34,-0.5399596,0.5892248786935643,1.0,-26.3179,PTGIR,-0.56058764,0.5750786850799274,0.9999330512443403,-2.3415399,UPF3A,-0.27896398,0.7802724601499929,0.9997837817405957,-0.13200527,FEM1C,-0.19573635,0.844816536523141,0.9995853741482472,-25.225548,FBXO2,-0.11874229,0.9054795327561437,1.0,-24.747578,C15orf41,-0.06345393,0.9494050445020589,0.999135589150443,-24.470146,GTF2H1,-0.29184553,0.770404721615999,0.9978872631048302,-27.773123
11009,NEIL1,-0.551691,0.5811600639754937,0.9999741090652634,-1.83122,PCBP4,-0.5399596,0.5892248786935643,1.0,-26.153841,CHMP3,-0.56062573,0.5750527087193298,0.9999330512443403,0.21387735,RPUSD2,-0.27904487,0.7802103977504019,0.9997837817405957,2.216109,DFFB,-0.19573635,0.844816536523141,0.9995853741482472,-25.245752,RP11-214O1.3,-0.11874229,0.9054795327561437,1.0,-24.461332,SGOL2,-0.06345393,0.9494050445020589,0.999135589150443,-24.73677,FES,-0.29184553,0.770404721615999,0.9978872631048302,-27.670898
11010,THAP9-AS1,-0.5517168,0.5811424140808317,0.9999741090652634,-0.32627088,NSUN2,-0.53999275,0.5892020136326932,1.0,-1.0716197,CBLB,-0.5606638,0.5750267329135238,0.9999330512443403,-1.1015874,PF4,-0.27904487,0.7802103977504019,0.9997837817405957,-5.1302123,TMPO-AS1,-0.19573635,0.844816536523141,0.9995853741482472,-25.187479,LARGE,-0.11874229,0.9054795327561437,1.0,-25.145113,FAM177B,-0.06345393,0.9494050445020589,0.999135589150443,-24.943607,PRKACB,-0.29184553,0.770404721615999,0.9978872631048302,-27.988838
11011,TMEM164,-0.5528758,0.5803484285371965,0.9999741090652634,-1.9218198,NOLC1,-0.5403575,0.5889505249846532,1.0,-1.1867216,ARHGAP1,-0.5608924,0.5748708897307607,0.9999330512443403,-0.19601387,IPP,-0.27904487,0.7802103977504019,0.9997837817405957,-1.3204346,MICAL3,-0.19573635,0.844816536523141,0.9995853741482472,-25.592962,ADAMTS6,-0.11874229,0.9054795327561437,1.0,-24.740582,PLCB1,-0.06345393,0.9494050445020589,0.999135589150443,-24.776037,MRPL50,-0.29184553,0.770404721615999,0.9978872631048302,-27.786036
11012,CAMTA2,-0.5534683,0.5799428100800417,0.9999741090652634,-1.1918688,IPO4,-0.5403906,0.5889276648372528,1.0,-2.5648308,RSBN1,-0.5609305,0.5748449178092202,0.9999330512443403,-0.32960284,ANKRD13A,-0.27936834,0.779962162160993,0.9997837817405957,-0.23171815,C5orf51,-0.19573635,0.844816536523141,0.9995853741482472,-25.191858,CTD-2192J16.22,-0.11874229,0.9054795327561437,1.0,-24.59045,IL1RAP,-0.06345393,0.9494050445020589,0.999135589150443,-25.359955,NIT1,-0.29184553,0.770404721615999,0.9978872631048302,-28.001665
11013,SMNDC1,-0.55349404,0.5799251775106368,0.9999741090652634,-0.57368356,DZIP3,-0.54052323,0.5888362283435444,1.0,-2.6457503,GSS,-0.5613115,0.5745852291229889,0.9999330512443403,-1.0177381,FURIN,-0.27944922,0.7799001067677506,0.9997837817405957,-0.6832776,METTL17,-0.19600566,0.8446057389233221,0.9995853741482472,-0.66606855,ZNF627,-0.11874229,0.9054795327561437,1.0,-24.608122,WEE1,-0.06345393,0.9494050445020589,0.999135589150443,-24.576166,RAB22A,-0.29184553,0.770404721615999,0.9978872631048302,-27.760204
11014,KNSTRN,-0.55349404,0.5799251775106368,0.9999741090652634,-1.6084353,RP11-403I13.8,-0.5406227,0.5887676552744496,1.0,-1.6877769,DUSP12,-0.56138766,0.5745332980479962,0.9999330512443403,-0.48942912,UBASH3B,-0.27961096,0.7797760001888168,0.9997837817405957,-1.5223845,TBL3,-0.19622111,0.8444371088542247,0.9995853741482472,-0.25618345,FAM201A,-0.11874229,0.9054795327561437,1.0,-24.76166,ZNF674-AS1,-0.06345393,0.9494050445020589,0.999135589150443,-24.450245,PLCB2,-0.29184553,0.770404721615999,0.9978872631048302,-27.986908
11015,WDYHV1,-0.55418944,0.5794491931830443,0.9999741090652634,-2.2521348,CDR2,-0.54065585,0.5887447984041196,1.0,-2.7329726,AP5B1,-0.5616543,0.5743515567790864,0.9999330512443403,-2.963719,CDK8,-0.27993444,0.7795278038716279,0.9997837817405957,-1.1595358,WBP4,-0.19632883,0.8443527964925159,0.9995853741482472,-0.31817377,C5orf66,-0.11874229,0.9054795327561437,1.0,-24.615664,CLDN7,-0.06345393,0.9494050445020589,0.999135589150443,-24.486181,UQCRB,-0.29257563,0.7698465559868024,0.9978872631048302,-2.960119
11016,ULK1,-0.5545243,0.5792200809484276,0.9999741090652634,-2.1892235,APOO,-0.5407222,0.5886990858926193,1.0,-1.7213769,POLR3H,-0.5617686,0.5742736759956564,0.9999330512443403,-1.1680354,INO80D,-0.28001532,0.7794657583029875,0.9997837817405957,-1.7650572,STX12,-0.19638269,0.8443106409802831,0.9995853741482472,-0.14264509,CTA-204B4.2,-0.11874229,0.9054795327561437,1.0,-24.6997,TIMELESS,-0.06345393,0.9494050445020589,0.999135589150443,-24.660938,SRSF1,-0.29294065,0.7695675178596467,0.9978872631048302,0.55176353
11017,ZNF846,-0.55460155,0.5791672149344194,0.9999741090652634,-1.1769055,SKIV2L2,-0.54075533,0.5886762302514843,1.0,-1.1180753,C1orf50,-0.56245434,0.5738064963214506,0.9999330512443403,-0.46530432,TMEM42,-0.28017706,0.7793416713811125,0.9997837817405957,-0.29073712,RP11-138A9.1,-0.19643655,0.8442684859139546,0.9995853741482472,-0.33244765,EDC4,-0.11874229,0.9054795327561437,1.0,-24.662294,RP11-434C1.1,-0.06345393,0.9494050445020589,0.999135589150443,-24.694307,METTL12,-0.29421827,0.7685911196036442,0.9978872631048302,-27.93001
11018,OSBPL10,-0.5555031,0.5785506122245336,0.9999741090652634,-2.4363956,LIG1,-0.54118633,0.5883791442120139,1.0,-2.8126357,NACA2,-0.56249243,0.5737805471760045,0.9999330512443403,-1.7673762,NGRN,-0.2803388,0.7792175900822718,0.9997837817405957,-0.7352168,LRRK2,-0.19643655,0.8442684859139546,0.9995853741482472,-0.28326765,LY75,-0.11912045,0.9051799310054878,1.0,-0.54879177,ENPP5,-0.06345393,0.9494050445020589,0.999135589150443,-24.765743,HNMT,-0.29421827,0.7685911196036442,0.9978872631048302,-27.689058
11019,CXorf40A,-0.5556319,0.5784625513156962,0.9999741090652634,-0.7001733,ATG9B,-0.5414516,0.5881963564712387,1.0,-2.7289298,CLU,-0.56279725,0.5735729740326051,0.9999330512443403,-6.086524,CDK12,-0.28054097,0.7790624963706693,0.9997837817405957,-0.61089045,INTS3,-0.19643655,0.8442684859139546,0.9995853741482472,-0.58789134,ZNF573,-0.1192285,0.9050943329822624,1.0,-0.5563556,DPH1,-0.06345393,0.9494050445020589,0.999135589150443,-24.705212,NADK,-0.29421827,0.7685911196036442,0.9978872631048302,-27.670338
11020,GPR137,-0.55619854,0.5780751581883508,0.9999741090652634,-0.5031226,CEACAM21,-0.5415179,0.5881506636370923,1.0,-2.8616173,KLRC1,-0.5631782,0.5733135576684472,0.9999330512443403,-3.83619,PLEKHM1,-0.2807836,0.7788763955286473,0.9997837817405957,-0.67089075,PLCXD1,-0.19654427,0.8441841771194817,0.9995853741482472,-0.5055802,CUL3,-0.11939056,0.9049659380152533,1.0,-1.1307139,CEP72,-0.06345393,0.9494050445020589,0.999135589150443,-24.801569,CLK4,-0.29421827,0.7685911196036442,0.9978872631048302,-28.004143
11021,FBXW7,-0.55630153,0.5780047361874467,0.9999741090652634,-0.9590693,CKMT2-AS1,-0.54178315,0.5879679087089562,1.0,-3.0083365,MFSD1,-0.563521,0.5730801305223301,0.9999330512443403,-0.5088683,PHF6,-0.2809049,0.7787833498609028,0.9997837817405957,-0.8015755,PDP1,-0.19665201,0.8440998701100375,0.9995853741482472,-0.95254743,ZNF414,-0.11939056,0.9049659380152533,1.0,-1.0770544,ZNF184,-0.06345393,0.9494050445020589,0.999135589150443,-24.654148,MED19,-0.29421827,0.7685911196036442,0.9978872631048302,-27.864834
