,CD4 T_names,CD4 T_scores,CD4 T_pvals,CD4 T_pvals_adj,CD4 T_logfoldchanges,CD14 Monocytes_names,CD14 Monocytes_scores,CD14 Monocytes_pvals,CD14 Monocytes_pvals_adj,CD14 Monocytes_logfoldchanges,B_names,B_scores,B_pvals,B_pvals_adj,B_logfoldchanges,CD8 T_names,CD8 T_scores,CD8 T_pvals,CD8 T_pvals_adj,CD8 T_logfoldchanges,NK_names,NK_scores,NK_pvals,NK_pvals_adj,NK_logfoldchanges,FCGR3A Monocytes_names,FCGR3A Monocytes_scores,FCGR3A Monocytes_pvals,FCGR3A Monocytes_pvals_adj,FCGR3A Monocytes_logfoldchanges,Dendritic_names,Dendritic_scores,Dendritic_pvals,Dendritic_pvals_adj,Dendritic_logfoldchanges,Megakaryocytes_names,Megakaryocytes_scores,Megakaryocytes_pvals,Megakaryocytes_pvals_adj,Megakaryocytes_logfoldchanges
13144,PLD4,-3.311197,0.0009289774394242595,0.014218746210116399,-4.599202,SRSF11,-2.4414887,0.014626841967651186,0.16255470886901813,-0.8307935,ALKBH7,-2.463538,0.013757336069073128,0.22460488910865342,-1.1130401,MRPS11,-1.2585009,0.20821064507035558,1.0,-0.61332035,AP2S1,-1.0525926,0.2925277182764622,1.0,-0.8043621,TSR2,-0.75091803,0.45270199702736713,1.0,-1.449059,RP11-66N24.4,-0.32916725,0.7420292699919562,0.999135589150443,-27.251951,SOCS3,-1.0985731,0.2719543329462317,0.9978872631048302,-30.736567
13145,PHACTR1,-3.319854,0.000900645429175046,0.013846918627473745,-5.09049,PRMT2,-2.4424171,0.014589278397420082,0.16226874610074532,-1.2597321,FERMT3,-2.4640331,0.01373834143047959,0.22456211487198702,-1.7124482,SHKBP1,-1.2614208,0.20715724134236913,1.0,-0.651491,STARD7,-1.0585381,0.28981022625283426,1.0,-0.9626342,ATM,-0.7519444,0.45208446508386024,1.0,-0.21024063,LAG3,-0.32916725,0.7420292699919562,0.999135589150443,-27.635279,PPIA,-1.0991206,0.27171545923215024,0.9978872631048302,-1.4810432
13146,PMAIP1,-3.3220954,0.0008934411270075355,0.013751573081685006,-0.9911041,BCAS2,-2.4514353,0.014228778297482198,0.15864509396070803,-1.1503253,EIF3A,-2.467881,0.013591555017776204,0.2226936505541014,-1.927134,RAB10,-1.2620698,0.20692367775504195,1.0,-0.62738603,JUND,-1.060396,0.28896450680797914,1.0,-1.3139683,AKR1C3,-0.753241,0.45130510577625615,1.0,-4.837423,DALRD3,-0.32949775,0.7417794969386424,0.999135589150443,-1.6731895,PSMD13,-1.1009458,0.27092025139238596,0.9978872631048302,-30.28704
13147,UNC119,-3.3242598,0.0008865359678381843,0.013660622767340291,-1.379752,MAGED2,-2.4521978,0.014198658299050195,0.15843807966897835,-1.8688822,PDCL3,-2.468795,0.013556879476312789,0.22239120231836554,-1.3799318,PHACTR1,-1.2626781,0.20670488553608468,1.0,-4.109571,LGALS3BP,-1.0618292,0.28831323200583825,1.0,-2.5016181,CCNB1IP1,-0.753295,0.4512726489774269,1.0,-2.053165,DPY30,-0.331701,0.7401150394745735,0.999135589150443,-1.7507482,NCF2,-1.1033186,0.2698888675864143,0.9978872631048302,-31.079403
13148,NDUFB10,-3.3279955,0.0008747326360632947,0.01349390705396178,-0.95792556,SATB1,-2.4576683,0.013984224581939396,0.1562996380739339,-1.988009,C9orf89,-2.4732144,0.013390380537014485,0.2201866650894684,-1.3640665,QRSL1,-1.263692,0.20634060513318475,1.0,-1.9793004,PHACTR1,-1.0642711,0.28720593367083835,1.0,-28.1508,RP11-796E2.4,-0.75345707,0.4511752865059504,1.0,-1.3377755,FOLR3,-0.33269247,0.7393664298995943,0.999135589150443,-3.3676796,POLR2F,-1.1056912,0.26886018028169545,0.9978872631048302,-30.347351
13149,HOTAIRM1,-3.3292837,0.0008706964207503137,0.013461928651826157,-2.2791755,STAT4,-2.4600224,0.013892836235955767,0.15553171929787543,-3.1421945,DGKZ,-2.4739764,0.0133618572063869,0.21998140423576223,-2.4263308,MRPS35,-1.2664497,0.2053521215296602,1.0,-0.74242306,GPBAR1,-1.0657574,0.2865333331091019,1.0,-1.8372246,ADAM28,-0.7548617,0.45033197652889756,1.0,-27.784822,SLC25A20,-0.33313313,0.7390337937430065,0.999135589150443,-27.247553,CTSH,-1.1104367,0.266810890054307,0.9978872631048302,-30.631966
13150,NANS,-3.3308554,0.0008657956234162477,0.01340126543965059,-1.483699,SRP19,-2.4652276,0.013692622049594656,0.1534155382256055,-1.236338,RTN4,-2.474662,0.013336232137999476,0.21982342252466924,-1.158684,COX8A,-1.2679096,0.20483020217917192,1.0,-0.6045084,P2RX5,-1.0689424,0.2850956308288638,1.0,-3.6127386,CCNG1,-0.7571306,0.4489715946792562,1.0,-1.4343365,NPDC1,-0.33313313,0.7390337937430065,0.999135589150443,-27.378586,UQCR10,-1.1124444,0.26594712553803357,0.9978872631048302,-0.61915684
13151,CSTA,-3.3354156,0.0008517196841232725,0.013198286720979164,-5.5968933,C14orf1,-2.4654267,0.013685021369545245,0.1534155382256055,-2.27258,COX6A1P2,-2.4751573,0.013317752168519313,0.2197829762203055,-0.7827185,CDKN1C,-1.2681531,0.20474330948192954,1.0,-27.784578,FAM96A,-1.0691017,0.2850238740017692,1.0,-1.3805449,SMIM11,-0.7574548,0.44877744495703364,1.0,-1.5653135,STRBP,-0.33313313,0.7390337937430065,0.999135589150443,-27.425085,TRADD,-1.1128094,0.2657902845034501,0.9978872631048302,-30.634712
13152,LAIR1,-3.3490708,0.0008108304976656022,0.012593125079259422,-2.0945318,CHD2,-2.4704993,0.01349245901525847,0.15166851060266776,-1.5857638,FOSB,-2.4844146,0.012976460492519024,0.21466728491484427,-0.99371237,SMIM14,-1.2684774,0.20462749425484628,1.0,-1.1629443,ID3,-1.0709596,0.284187613570659,1.0,-2.0449615,CXCR3,-0.75869733,0.4480336459634472,1.0,-2.7020047,CDC42SE2,-0.33577704,0.7370390041582896,0.999135589150443,-1.8340591,DCXR,-1.1128094,0.2657902845034501,0.9978872631048302,-30.375721
13153,RASSF4,-3.3652253,0.0007648120901644388,0.011918901141494447,-3.8813984,EEF1G,-2.470864,0.013478707368192308,0.15163822218817827,-0.9786207,DYNLRB1,-2.4850624,0.012952876278116636,0.21453592424890283,-0.63799864,GSN,-1.2688425,0.2044972590845715,1.0,-2.6990752,CNIH1,-1.0711719,0.28409214680250294,1.0,-0.5814238,ST13,-0.76004785,0.4472259637271887,1.0,-1.0965012,C12orf65,-0.33698884,0.7361253164287345,0.999135589150443,-3.0674918,GADD45B,-1.1128094,0.2657902845034501,0.9978872631048302,-5.151781
13154,SCAND1,-3.3719754,0.0007463109055706647,0.011643808599540496,-0.9986843,NAE1,-2.4725218,0.013416355853015897,0.15106067665702794,-2.2760615,VCAN,-2.4881861,0.012839648887054283,0.21343387252977267,-2.4786146,CSTB,-1.2693697,0.20430924807026163,1.0,-0.49589372,GNG7,-1.0718089,0.2838058767619994,1.0,-3.6462643,ZBP1,-0.7619387,0.446096600883898,1.0,-3.1228113,TNFRSF4,-0.33698884,0.7361253164287345,0.999135589150443,-3.0311892,NHP2,-1.1131744,0.2656335071670263,0.9978872631048302,-3.6383429
13155,FCGR1A,-3.3739078,0.0007410917961791016,0.011575549991799772,-6.3327007,GIMAP4,-2.4734833,0.013380308891184248,0.15077859994552242,-1.2309537,NDUFA1,-2.493253,0.012657861200631311,0.21066736469108957,-0.7920096,MTHFD2,-1.269978,0.2040924685777442,1.0,-1.152472,NAMPT,-1.0721273,0.2836628150112839,1.0,-1.0241461,EXOC2,-0.7633433,0.44525869803839624,1.0,-27.459936,C12orf29,-0.337099,0.7360422723877605,0.999135589150443,-27.26061,ARGLU1,-1.1151822,0.26477237019765676,0.9978872631048302,-30.587461
13156,CARS2,-3.3757372,0.0007361822929876756,0.011511977156251976,-2.0390778,MT-CYB,-2.4754062,0.013308471675570187,0.15009241822267233,-2.263146,PLIN2,-2.500034,0.012418132994112445,0.2075442960193795,-1.9101957,NAAA,-1.2702619,0.20399136210901814,1.0,-0.51785654,HNMT,-1.0729237,0.28330537431994296,1.0,-27.782799,OBFC1,-0.7655042,0.4439713702898037,1.0,-1.9098738,CAPN12,-0.337099,0.7360422723877605,0.999135589150443,-27.89224,ANXA2R,-1.1151822,0.26477237019765676,0.9978872631048302,-30.579374
13157,XCL2,-3.3785198,0.000728772212621238,0.011422150998728753,-4.619805,SNRPB2,-2.475804,0.013293651440484847,0.15004867148543966,-1.6252376,CBR1,-2.5033486,0.012302432194273613,0.20600189879397843,-1.5321634,STAT1,-1.2708702,0.20377482813449388,1.0,-0.38328385,MEF2C,-1.0732952,0.28313867312516994,1.0,-2.0024116,SERBP1,-0.7683674,0.4422689387949358,1.0,-1.203147,TIMM23,-0.337099,0.7360422723877605,0.999135589150443,-27.167341,ALKBH7,-1.1153647,0.26469418052947524,0.9978872631048302,-4.865961
13158,FMNL1,-3.3856564,0.0007100822867377172,0.011141954782976034,-0.5148894,NDUFA12,-2.4782243,0.013203808937189386,0.1491573605968824,-0.44846946,SEC11A,-2.5060534,0.01220871845020453,0.20468259758692534,-0.66125363,SPG20,-1.2724113,0.20322702421642636,1.0,-2.9494495,BANK1,-1.0765864,0.2816650780648491,1.0,-1.7998872,DCK,-0.76863754,0.44210852508262133,1.0,-1.3326007,CBFA2T2,-0.337099,0.7360422723877605,0.999135589150443,-27.346493,PGAM1,-1.1153647,0.26469418052947524,0.9978872631048302,-4.641072
13159,TNFRSF1A,-3.3893406,0.0007006089423350687,0.011005900383944023,-1.9667549,TNFAIP3,-2.4895964,0.012788820770323046,0.14482732291016537,-1.014276,RASSF5,-2.5061677,0.012204772680137919,0.20468259758692534,-1.1203038,ORAI3,-1.276994,0.20160436555522998,1.0,-1.50496,RGL4,-1.0791345,0.2805278099649626,1.0,-0.9474393,TSHZ2,-0.77042025,0.44105063001038936,1.0,-4.15931,TOR1AIP1,-0.3373193,0.7358761935582698,0.999135589150443,-2.2134764,MYO1F,-1.1179199,0.26360119603625687,0.9978872631048302,-4.9740434
13160,CBR1,-3.3960395,0.0006836849391234702,0.010764701785464145,-1.3214157,EIF3F,-2.4947686,0.012603928733340302,0.14320652746398416,-1.1448634,PSMG2,-2.5103202,0.012062173932034159,0.20272138885283877,-1.39675,C19orf53,-1.278819,0.20096081127959042,1.0,-0.6464982,NUBP1,-1.0795591,0.2803385689184851,1.0,-1.2305231,SMAGP,-0.7718249,0.4402181595149235,1.0,-27.504202,PPCS,-0.3373193,0.7358761935582698,0.999135589150443,-2.0280204,MEAF6,-1.118285,0.2634453099435705,0.9978872631048302,-0.047871716
13161,PSME1,-3.3980234,0.0006787462465186101,0.010699225315811746,-0.51082236,AHSA1,-2.4984157,0.01247498265900699,0.1419899716290886,-0.037743732,MYD88,-2.5176728,0.011813301640331132,0.19902655859398177,-1.4486983,FAM45A,-1.2801573,0.20048982500292023,1.0,-1.3930261,CISH,-1.0811516,0.27962968746231753,1.0,-1.8158956,PPP1R2,-0.7724191,0.43986623195271346,1.0,-1.5302422,STOM,-0.33908194,0.7345480078544939,0.999135589150443,-2.5798583,CD79B,-1.119015,0.2631337286183236,0.9978872631048302,-6.106119
13162,PSMA4,-3.3983068,0.0006780434324055387,0.010699225315811746,-0.942747,ERH,-2.5076659,0.012153153377943173,0.13900612629283793,-0.5715731,ATP1B3,-2.5195396,0.011750845816046039,0.19821783458949002,-0.91428846,COX7B,-1.2828339,0.19955027059077723,1.0,-0.43066615,CD22,-1.0815762,0.279440858372897,1.0,-28.14187,HLA-DOB,-0.7752283,0.43820476150495824,1.0,-3.0390847,XCL1,-0.34106487,0.7330547476930995,0.999135589150443,-27.929379,NDUFB1,-1.1199276,0.2627446097706283,0.9978872631048302,-30.389912
13163,STX10,-3.4077365,0.0006550410208848693,0.01034934626775933,-1.3763694,TTC3,-2.5107162,0.012048655357247931,0.137925926184723,-1.8498645,CD33,-2.5202253,0.01172797652162725,0.19807570199211344,-28.989264,LDLRAP1,-1.2842128,0.19906751487051177,1.0,-1.2968302,LEPROTL1,-1.0835935,0.27854510425040446,1.0,-0.48456475,STAT4,-0.77598464,0.43775805986152805,1.0,-1.4337538,DDX58,-0.34106487,0.7330547476930995,0.999135589150443,-27.191496,FIS1,-1.1201102,0.2626668337023801,0.9978872631048302,-1.6946404
13164,PRDX6,-3.428348,0.0006072661956268529,0.009661309288662018,-1.1087745,MAPRE1,-2.5199332,0.011737712805493607,0.13481657739911165,-1.3542327,BCL11B,-2.5269682,0.011505189453359809,0.19455261179207944,-4.71006,CD300C,-1.2886739,0.19751150661700467,1.0,-2.8388436,MRPL23,-1.0850798,0.27788632642561184,1.0,0.42190957,PLA2G16,-0.77722716,0.4370247618971609,1.0,-3.4988136,SLAMF1,-0.34106487,0.7330547476930995,0.999135589150443,-27.200985,AHNAK,-1.1208402,0.2623558884117222,0.9978872631048302,-1.6621217
13165,CHCHD10,-3.430332,0.0006028431642004251,0.009602080318054157,-0.9640086,RNPS1,-2.5202315,0.011727766369680674,0.13481524559413308,-1.308548,PCBP1,-2.5279207,0.011474026965243826,0.1942651923473504,-0.6548707,TPPP3,-1.2898499,0.1971027728254786,1.0,-3.65816,SMAP2,-1.0860353,0.27746338701053375,1.0,-0.9724364,METTL12,-0.77771336,0.4367380118682579,1.0,-3.0819054,SIRPG,-0.341836,0.7324743077675342,0.999135589150443,-2.0125878,XRCC6,-1.1233954,0.2612695825415343,0.9978872631048302,-2.2363398
13166,HSD17B11,-3.4308732,0.0006016420970064759,0.009594092695752105,-0.9977074,EIF3E,-2.5222208,0.011661647650879315,0.1342435457725576,-0.98067015,LAMTOR2,-2.535121,0.011240852538488442,0.19078843033766152,-1.0699682,IFI44,-1.2903771,0.19691974847672689,1.0,0.8492202,CRIP2,-1.0870439,0.2770174268526455,1.0,-2.8606787,EIF3H,-0.78003633,0.4353694807140479,1.0,-0.075574614,POLR3K,-0.3423868,0.7320598014678766,0.999135589150443,-1.967763,PPP1R11,-1.1246731,0.2607275974065484,0.9978872631048302,-30.321596
13167,PLEKHO1,-3.4375975,0.000586899229438291,0.009369890608284893,-1.8153849,PCID2,-2.5268292,0.011509741574835905,0.13275407565794753,-2.1425724,PSMB3,-2.536797,0.011187176158491508,0.1901126813352572,-0.51550835,SNAP23,-1.2903771,0.19691974847672689,1.0,-0.8511463,HTATIP2,-1.0892203,0.2760567566731862,1.0,-0.5241241,TNFRSF18,-0.78030646,0.43521050992201604,1.0,-27.60493,WIBG,-0.34282747,0.731728252701743,0.999135589150443,-2.724453,BLOC1S1,-1.1246731,0.2607275974065484,0.9978872631048302,-3.003568
13168,PSMD8,-3.4395041,0.0005827808675596295,0.009314984636028856,-0.76972824,EPB41L4A-AS1,-2.5337586,0.01128464077424035,0.1302673094090338,-1.20933,PTP4A2,-2.5372925,0.011171360852559318,0.1900794574838691,-0.8382643,PTPN18,-1.291391,0.19656812838792292,1.0,-0.5894149,C14orf64,-1.0895388,0.2759163616098149,1.0,-3.5449858,SIRPG,-0.78289956,0.4336860956138652,1.0,-2.3618782,NINJ1,-0.34470025,0.7303197298651087,0.999135589150443,-1.6229992,CTSC,-1.1252207,0.2604955563082968,0.9978872631048302,-2.398968
13169,DDAH2,-3.44847,0.0005637717291408261,0.009021663352902321,-2.2375793,CHCHD7,-2.539362,0.01110548889284861,0.12830722382184148,-1.6053926,ATP5I,-2.5385497,0.01113130345657745,0.18986902438246658,-1.0920278,CTDSP1,-1.2950815,0.19529211472982977,1.0,-0.6355669,CAPZA1,-1.0902289,0.2756123394091943,1.0,-0.3056112,DHX9,-0.78684324,0.43137364312136106,1.0,-2.1023018,RIT1,-0.34503073,0.7300712612444692,0.999135589150443,-27.568674,SF3B5,-1.1252207,0.2604955563082968,0.9978872631048302,-2.8635561
13170,CDKN1A,-3.451794,0.0005568731406675699,0.008932114913584857,-2.4400883,FAM60A,-2.5440698,0.010956916920752523,0.12669743562495792,-2.793172,TNFAIP3,-2.546626,0.010876994048090867,0.18576226198694665,-1.4274397,PASK,-1.295122,0.19527812641995357,1.0,-2.0534835,TIMM10,-1.0906535,0.2754253624721753,1.0,-1.3172284,NMRK1,-0.7912731,0.42878463833424507,1.0,-1.7778083,HAPLN3,-0.34503073,0.7300712612444692,0.999135589150443,-27.458479,CELF2,-1.1255857,0.26034094164424126,0.9978872631048302,-4.7801595
13171,CCDC50,-3.4529274,0.000554538172915736,0.008905077872794383,-3.2304997,TPD52,-2.5490432,0.010801895518349388,0.12511587427250295,-2.914287,WARS,-2.554931,0.010620885267229903,0.1818412241632845,-1.668989,C20orf24,-1.2975959,0.1944262282394439,1.0,-0.22759019,JUN,-1.0927238,0.27451508965577043,1.0,-2.6768334,MED10,-0.79370415,0.4273676917006447,1.0,-0.2707391,PCED1B,-0.34877628,0.7272572693146785,0.999135589150443,-2.924301,GNLY,-1.1270458,0.2597231180804067,0.9978872631048302,-41.623726
13172,SRA1,-3.4579515,0.0005442993683120273,0.00876117551294735,-2.1108477,ACP1,-2.5562708,0.010580073473298339,0.1227539150700621,-0.25706422,LINC00861,-2.5550833,0.010616236554464656,0.1818412241632845,-2.563643,RASSF4,-1.2986909,0.19405003045101876,1.0,-2.5607219,PLEKHF2,-1.094741,0.2736301356463111,1.0,-1.6764786,ZNF91,-0.7953248,0.4264245778581057,1.0,-3.0736127,C12orf79,-0.3489966,0.7270918544441631,0.999135589150443,-27.29013,C1orf63,-1.1294185,0.25872132131620174,0.9978872631048302,-30.570436
13173,ARPC4,-3.4586987,0.0005427918049986156,0.00874717604436077,-0.72384566,FBL,-2.560581,0.010449731134160322,0.12134429532080834,-0.991364,SDCBP,-2.5629313,0.010379260743422386,0.17881188724902805,-0.904239,NUDT1,-1.303233,0.19249521097341815,1.0,-1.4464009,DUSP6,-1.0984569,0.2720050666704935,1.0,-0.68203926,MAZ,-0.79732364,0.42526307735390667,1.0,-1.6068532,ZNF143,-0.3489966,0.7270918544441631,0.999135589150443,-27.256489,HNRNPH3,-1.1294185,0.25872132131620174,0.9978872631048302,-30.845158
13174,NCR3,-3.4590595,0.000542065408950543,0.008745747080409115,-2.4667904,VPREB3,-2.5611115,0.010433788142837803,0.1212618394837946,-4.1025267,MVP,-2.5673122,0.010249025991111322,0.17679892131081845,-1.4950835,DRAP1,-1.3074508,0.19105966724459633,1.0,-0.1966728,C16orf74,-1.0988815,0.27181976607604064,1.0,-28.436146,KIAA1551,-0.79899836,0.42429135226025083,1.0,-1.6722735,TBC1D15,-0.3489966,0.7270918544441631,0.999135589150443,-27.622957,TNFAIP8,-1.129601,0.25864437109471616,0.9978872631048302,-3.032176
13175,P4HB,-3.4644957,0.0005312266921854263,0.008580969206868004,-1.0322069,PARP1,-2.5641286,0.010343523287335359,0.12062166527424925,-2.3816721,MORF4L1,-2.5674646,0.010244522380776989,0.17679892131081845,-0.7979306,BEX4,-1.3082619,0.19078450675869607,1.0,-1.2994186,ADSL,-1.1024381,0.2702712668453362,1.0,-1.2438986,ZNF775,-0.8040225,0.421383977207342,1.0,-2.6660306,RAB3GAP1,-0.3489966,0.7270918544441631,0.999135589150443,-27.292875,ARHGEF1,-1.1306962,0.2581830028712573,0.9978872631048302,-4.814391
13176,CD300C,-3.4689786,0.0005224408995687364,0.008449002944204777,-4.552976,TMED2,-2.5738099,0.010058556789128236,0.11779935764825332,-0.9656036,FGR,-2.572722,0.0100902226349381,0.1747188298176024,-1.3516365,RPL13A,-1.3107762,0.18993336323358923,1.0,-5.392143,HES4,-1.1028097,0.2701098330376619,1.0,-3.2224455,IL2RB,-0.8053191,0.4206355884590889,1.0,-2.623062,ABCF2,-0.3489966,0.7270918544441631,0.999135589150443,-27.328608,EIF4B,-1.1306962,0.2581830028712573,0.9978872631048302,-4.747582
13177,CD36,-3.480109,0.0005012099470097779,0.008124814672922096,-3.4251564,HMHA1,-2.5780535,0.009935859565826552,0.11656148681415342,-0.9893656,PSMA1,-2.5773697,0.009955539836611668,0.17260464389291078,-0.8271763,NAGA,-1.3128445,0.1892353285721825,1.0,-2.9400382,CLTA,-1.103022,0.27001761484334386,1.0,-0.68403834,SRM,-0.80883056,0.4186126255301077,1.0,-1.5941676,ECD,-0.3489966,0.7270918544441631,0.999135589150443,-27.34126,HLA-DMB,-1.134164,0.25672576929087154,0.9978872631048302,-31.232435
13178,ITGAL,-3.4807787,0.000499958179300332,0.008114114166774855,-1.602178,ITM2B,-2.5834908,0.009780603181294855,0.11493675409449669,-0.9206632,SPG21,-2.5773697,0.009955539836611668,0.17260464389291078,-0.9576068,APP,-1.3160079,0.18817140665411047,1.0,-27.918545,SSR1,-1.1044022,0.2694187229377062,1.0,-0.68367714,TMEM173,-0.81239605,0.41656441067919225,1.0,-1.3742566,STIM2,-0.3489966,0.7270918544441631,0.999135589150443,-27.321459,MYL12B,-1.1354417,0.25619033595435114,0.9978872631048302,-2.0046165
13179,UQCR11-1,-3.4842827,0.0004934578361873649,0.008018105172361992,-1.2650628,POLR3GL,-2.5897903,0.009603439211383503,0.11304855394413164,-0.5707646,MNDA,-2.5782459,0.009930328982914833,0.17260396916564513,-1.8422465,PLIN3,-1.319455,0.18701703686984517,1.0,-1.8455485,QRSL1,-1.1047207,0.26928064666191665,1.0,-2.3358774,CHD3,-0.8125041,0.4165024359997903,1.0,-3.091945,ZNF766,-0.3489966,0.7270918544441631,0.999135589150443,-27.384638,IFI35,-1.1365367,0.2557320108734087,0.9978872631048302,-30.817284
13180,CISD3,-3.4879155,0.0004868017806072753,0.007919335254149671,-1.1940191,PYCR2,-2.5916803,0.00955085086070596,0.1125260899516508,-2.3383467,APMAP,-2.5807984,0.009857212511730407,0.17176850366692606,-2.1415,SH3YL1,-1.3229022,0.18586790567694922,1.0,-1.0819441,KARS,-1.104933,0.2691886227972634,1.0,1.6861635,ELP2,-0.8126662,0.4164094841814595,1.0,-2.6422884,MPHOSPH9,-0.3489966,0.7270918544441631,0.999135589150443,-27.292425,TMED9,-1.1365367,0.2557320108734087,0.9978872631048302,-3.0580435
13181,HOPX,-3.4883535,0.00048600495798958187,0.007915762463027465,-2.727532,HNRNPH3,-2.5951946,0.009453737358275817,0.11147769056869695,-1.4711729,DEF6,-2.581446,0.009838737034099381,0.17166468153389175,-1.533847,LACTB,-1.3247677,0.1852482039403659,1.0,-1.610364,MBOAT7,-1.110666,0.26671213553609063,1.0,-3.2875195,TNRC6C,-0.81380063,0.41575916426608117,1.0,-3.5831816,GRAMD1A,-0.34987792,0.7264303222202921,0.999135589150443,-2.306222,SEPT9,-1.1383619,0.25496940252357847,0.9978872631048302,-1.9583702
13182,QPCT,-3.4947946,0.00047442657187218146,0.007745578579351306,-4.810134,HNRNPU,-2.5966535,0.009413685440417142,0.11110093126495756,-0.8652685,UBC,-2.5856366,0.009719933823687235,0.17002445466587596,-1.8980551,SERF2,-1.3269982,0.1845092638971676,1.0,-0.993454,LILRB1,-1.1156027,0.26459220121818183,1.0,-2.302191,P2RY8,-0.81752825,0.4136266257062541,1.0,-1.6650069,ZNF101,-0.35329297,0.723868815313896,0.999135589150443,-3.3803825,RPA2,-1.1389095,0.2547409287053989,0.9978872631048302,-30.564257
13183,DECR1,-3.5114644,0.00044564534111329066,0.007293055140844473,-1.1796756,REXO2,-2.5992064,0.009343958671153344,0.11046814587603186,-2.3732178,CFLAR,-2.5897892,0.00960347359658665,0.16820183512591227,-1.0201197,SLC43A2,-1.3279716,0.18418750192298083,1.0,-27.661741,HEBP1,-1.1156559,0.2645694695198956,1.0,-1.8344685,MLLT6,-0.8226064,0.4107318713712219,1.0,-2.447702,KLRD1,-0.35329297,0.723868815313896,0.999135589150443,-3.6004224,WSB1,-1.1389095,0.2547409287053989,0.9978872631048302,-30.402985
13184,MAP1LC3B,-3.5226977,0.00042717848412109137,0.006999194422027058,-0.9423659,STRAP,-2.6039143,0.009216579090368352,0.10915040211166803,-1.1447415,GADD45B,-2.5927987,0.009519845905825951,0.16695034111572518,0.08564153,MRPS18B,-1.3335276,0.18235872808817266,1.0,-0.6285051,PMVK,-1.1174607,0.263797392662769,1.0,-0.55734855,ZSCAN18,-0.82271445,0.41067041187247255,1.0,-27.640106,YBEY,-0.35329297,0.723868815313896,0.999135589150443,-3.2611654,NKG7,-1.1407347,0.2539803778925185,0.9978872631048302,-20.5488
13185,CALR,-3.5272322,0.0004199284230615229,0.006896884304030808,-0.99124175,TESPA1,-2.605771,0.00916677251413143,0.10865438051754402,-3.8021903,PDIA3,-2.600037,0.009321369449905567,0.16388879568718584,-1.236062,RPS20,-1.3353931,0.18174771671200962,1.0,-1.8182,CYB561A3,-1.1175668,0.2637520248269297,1.0,-1.3440962,TBC1D4,-0.82271445,0.41067041187247255,1.0,-27.550175,DXO,-0.35692835,0.7211454444717311,0.999135589150443,-27.34893,RNPS1,-1.1409172,0.25390440982556706,0.9978872631048302,-4.939566
13186,MYD88,-3.5341628,0.0004090690692083103,0.006734661722836455,-1.0002617,PHF1,-2.607263,0.009126923614415632,0.10827563187551555,-2.4605277,HSBP1,-2.6033134,0.00923275279667159,0.16274803580148353,-1.3856417,RETN,-1.3399353,0.1802663904509898,1.0,-28.40335,UBE2J1,-1.1202742,0.26259696327754845,1.0,-0.77612597,PNN,-0.8230926,0.41045534664903405,1.0,-1.2706475,KIAA0125,-0.35692835,0.7211454444717311,0.999135589150443,-28.007225,MRPS18B,-1.1412822,0.25375252114413394,0.9978872631048302,-30.543772
13187,RER1,-3.536868,0.0004049019123325277,0.006674068300154189,-0.91084814,GNLY,-2.611739,0.009008303121051487,0.10714646053954907,-13.968797,PLBD1,-2.603961,0.009215324814987783,0.1626498899777895,-3.3635032,PSMB4,-1.3404219,0.18010821045446845,1.0,-0.36290827,ZNF90,-1.1207519,0.26239349204597573,1.0,-2.1822515,PRPSAP2,-0.82795465,0.4076961881334995,1.0,-2.204836,EXOC2,-0.35692835,0.7211454444717311,0.999135589150443,-27.385399,MYLIP,-1.143655,0.25276678652126394,0.9978872631048302,-30.544527
13188,FIBP,-3.5413253,0.00039812241293784293,0.0065781334590717805,-1.2918439,NAA38,-2.6185687,0.008829949193649109,0.10511625281397906,-1.2587839,COX6A1,-2.6052945,0.009179536097258908,0.16222700778068125,-0.20455272,RPL15,-1.3424091,0.17946337904063536,1.0,-3.5906649,LCMT1,-1.1238307,0.2610848451563186,1.0,-0.9485028,ATP6V1H,-0.8281167,0.4076044069746747,1.0,-1.2210553,ACTR6,-0.35692835,0.7211454444717311,0.999135589150443,-27.627556,PDCD4,-1.143655,0.25276678652126394,0.9978872631048302,-30.558628
13189,SDHB,-3.5428712,0.00039579601638748286,0.0065554910250458205,-1.0579832,GNB2L1,-2.6219506,0.00874281125021251,0.10416934273276661,-4.6910954,VDAC3,-2.608685,0.009089088693938525,0.1608358223853844,-1.1364782,IMPDH2,-1.3486952,0.17743490827685326,1.0,-0.6099214,ITM2C,-1.1240431,0.26099476030318747,1.0,-2.6862671,KRTCAP2,-0.82925117,0.40696228378916943,1.0,-1.077408,MS4A4A,-0.35692835,0.7211454444717311,0.999135589150443,-27.13103,RASSF5,-1.1460276,0.2517837231428952,0.9978872631048302,-30.385014
13190,C7orf73,-3.5471222,0.00038946375122212253,0.00645841098459515,-1.0697525,RASAL3,-2.6255643,0.00865054332805464,0.10337959469539838,-1.9665389,MRPL41,-2.611009,0.009027557043137274,0.15995338151109117,0.17758887,PGP,-1.353724,0.17582446442382593,1.0,-1.7427605,ATP2B1,-1.1256887,0.2602973315334194,1.0,-0.7050287,GPX7,-0.8295213,0.4068094863030707,1.0,-3.9076169,FAM172A,-0.35692835,0.7211454444717311,0.999135589150443,-27.409437,MTDH,-1.1482178,0.25087864946498306,0.9978872631048302,-1.8456508
